Title,Link,Price,Discount Price,Rating,Reviews
Lenovo Chromebook 300e/500e - X360 2-in-1 - (FREE STYLUS PEN GIFT) - Touch Laptop and Tab - 4GB Ram - 32GB Storage - Touch x 360° Rotatable - Type C Charger - Auto Update 2027/2029,https://www.daraz.pk/products/300e500e-x360-2-1-4gb-32gb-x-360-c-20272029-i912218717.html,,,,
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10",https://www.daraz.pk/products/4gb-4gb-16gb-ssd-hdmi-wifi-os-10-i434350899.html,,,,
"Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen - Daraz Like New Laptops",https://www.daraz.pk/products/hp-11-g6-ee-air-4gb-ddr4-air-16gb-ssd-emmc-116-i492080752.html,,,,
Apple 2017 Macbook Laptop Core i5 8GB RAM 128GB SSD 4K Display 4hrs Battery Timming,https://www.daraz.pk/products/2017-8gb-i5-4k-ssd-128gb-4hrs-i673854371.html,,,,
"Lenovo ThinkPad Yoga 11e 11.6-inch Touch Screen 360 Convertible Laptop ( Intel® Celeron® Processor N3150 2M Cache, up to 2.25 GHz 4GB 128GB SSD Windows 10 Pro Intel HD Graphics), Black - Daraz Like New Laptops",https://www.daraz.pk/products/11e-116-360-n3150-2m-psd-10-4gb-4-ghz-hd-i698263039.html,,,,
Dell Chromebook 3189 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,https://www.daraz.pk/products/dell-chromebook-3189-touch-screen-32gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-daraz-like-new-laptops-i645876561.html,,,,
HP Chromebook 11 G4 | 16GB Storage | 2GB RAM | 11.6″ Display | Factory Playstore | Black & Silver - Daraz Like New Laptops,https://www.daraz.pk/products/hp-chromebook-11-g4-16gb-storage-2gb-ram-116-display-factory-playstore-black-silver-daraz-like-new-laptops-i599201597.html,,,,
Daraz Like New Laptops - Lenovo Chromebook 300E/500E X360 TOUCH SCREEN - 2027 UPDATE -  Intel Celeron 4GB RAM 32GB Chrome OS,https://www.daraz.pk/products/300e-x360-2027-4gb-32gb-os-i583998700.html,,,,
HP Chromebook 11 G4 | 16GB Storage | 2GB RAM | 11.6″ Display | Playstore Supported Chromebook | Black - Daraz Like New Laptops,https://www.daraz.pk/products/hp-chromebook-11-g4-16gb-storage-2gb-ram-116-display-playstore-supported-chromebook-black-daraz-like-new-laptops-i468636960.html,,,,
"Daraz Like New Laptops - Dell Latitude E5540, Core i5 4th generation, 8GB DDR3 Ram, 500GB Hard Drive, 15.6"" Led Display, Intel HD Graphics",https://www.daraz.pk/products/e5540-4th-i5-8gb-ddr3-500gb-156-led-hd-i411633502.html,,,,
"HP Chromebook 14"" HD Widescreen Laptop Computer - Intel Celeron N3350 up to 2.4GHz - 4GB DDR4 Memory - 16GB eMMC Flash Memory - 802.11ac - Bluetooth - USB-C 3.1 - Chrome OS - Play Store",https://www.daraz.pk/products/hp-chromebook-14-hd-widescreen-laptop-computer-intel-celeron-n3350-up-to-24ghz-4gb-ddr4-memory-16gb-emmc-flash-memory-80211ac-bluetooth-usb-c-31-chrome-os-play-store-i438325283.html,,,,
"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC Storage, Windows 8.1 or 10 Home in S Mode (14-cb030nr, Smoke Gray)",https://www.daraz.pk/products/hp-stream-14-inch-laptop-intel-celeron-n3060-processor-4-gb-sdram-memory-32-gb-emmc-storage-windows-10-home-in-s-mode-14-cb030nr-smoke-gray-i385729442.html,,,,
HP Chromebook 11 G8 | 32GB Storage | 4GB RAM | 11.6″ Display | Playstore Chromebook | 2029 Updated- Daraz Like New Laptops,https://www.daraz.pk/products/hp-chromebook-11-g8-32gb-storage-4gb-ram-116-display-playstore-chromebook-2029-updated-daraz-like-new-laptops-i892961588.html,,,,
"HP ZBook 15 G2 Mobile Workstation Intel Core i7 - 4810MQ X4 2.8GHz 8GB 256GB SSD 15.6"" Win10, Black - Daraz Like New Laptops",https://www.daraz.pk/products/hp-zbook-15-g2-i7-4810mq-x4-28ghz-8gb-ssd-256gb-10-i422163597.html,,,,
"""Lenovo ThinkPad Yoga 11e 11.6"" Touchscreen Laptop - Intel Quad-Core, 128GB SSD, 4GB RAM, HD Webcam, HDMI, Bluetooth, Windows 10 Pro"" Daraz Like New",https://www.daraz.pk/products/11e-116-4gb-ssd-128gb-hd-hdmi-10-i392029714.html,,,,
"Dell Latitude E6420 , Core i5 2nd generation, 8GB DDR3 Ram, 128GB SSD Drive, 14.1"" Led Display, Intel HD Graphics - Daraz Like New Laptops",https://www.daraz.pk/products/dell-latitude-e6420-core-i5-2nd-generation-8gb-ddr3-ram-128gb-ssd-drive-141-led-display-intel-hd-graphics-daraz-like-new-laptops-i562773453.html,,,,
"Dell Latitude 3180 HD Laptop Notebook Educational PC (Intel Pentium N4200 Quad Core, 4GB Ram, 128GB Solid State SSD, Camera, HDMI, WiFi, Bluetooth) Windows 10 - Daraz Like New Laptops",https://www.daraz.pk/products/3180-hd-n4200-4gb-128gb-ssd-hdmi-wifi-10-i422501825.html,,,,
LAPTOP Lenovo Thinkpad X230 Core i5 3rd Gen 4GB RAM 250GB 12.5″ Windows 10 (Free Laptop Bag) - Daraz Like New Laptops,https://www.daraz.pk/products/laptop-lenovo-thinkpad-x230-core-i5-3rd-gen-4gb-ram-250gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-i489062541.html,,,,
Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD,https://www.daraz.pk/products/11-3180-4gb-16gb-ssd-i433782803.html,,,,
Dell Chromebook 3120 | 16GB Storage | 2GB RAM | Dual-core 1.6GHz | 6th Generation | 11.6″ Screen | Playstore Supported |  Daraz Like New Laptops,https://www.daraz.pk/products/dell-chromebook-3120-16gb-storage-2gb-ram-dual-core-16ghz-6th-generation-116-screen-playstore-supported-daraz-like-new-laptops-i468660757.html,,,,
"Dell Latitude 5530, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 15.6"" Led Display, Numeric Keypad (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/5530-3rd-i5-8gb-500gb-156-led-10-i450678797.html,,,,
Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/dell-chromebook-11-3180-4gb-ram-16gb-ssd-free-laptop-bag-daraz-like-new-laptops-i426891813.html,,,,
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - Daraz like new laptops,https://www.daraz.pk/products/lenovo-n22n23-chromebook-116-4-gb-ram-16-gb-rom-with-play-store-pubg-supported-daraz-like-new-laptops-i466117396.html,,,,
"Daraz Like New Laptops - Dell Latitude 6530, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 15.6"" Led Display, Numeric Keypad (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6530-3rd-i5-8gb-500gb-led-10-i410012987.html,,,,
"Daraz Like New Laptops - HP Elitebook 840 G2 Notebook PC Intel Core i5 5th Generation, 8GB DDR3 Ram, 256GB SSD Drive, 14.1"" Led Display, Intel HD Graphics Card",https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g2-notebook-pc-intel-core-i5-5th-generation-8gb-ddr3-ram-256gb-ssd-drive-141-led-display-intel-hd-graphics-card-i348917159.html,,,,
Lenovo ThinkPad X230  Core i5 3rd Gen 4 GB RAM 250 GB 12..5″ Windows 10 (Free Laptop Bag) - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-i403903415.html,,,,
"Apple MacBook Pro 2011 A1278 Display 13-inch Laptop (Intel i5 2.5 GHz, 8 GB RAM, 500GB HDD, Intel HD, macOS High Sierra - Silver - Daraz Like New Laptops",https://www.daraz.pk/products/2011-a1278-13-8-gb-i5-25-ghz-8-gb-hdd-hd-i615604657.html,,,,
LAPTOP Dell Chromebook 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/laptop-dell-chromebook-3180-4gb-ram-16gb-ssd-free-laptop-bag-daraz-like-new-laptops-i372058059.html,,,,
Lenovo Thinkpad – X230 – Core i5 3rd Gen – 4GB RAM – 250GB – 12.5″ FREE LAPTOP BAG - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4gb-ram-250gb-125-free-laptop-bag-daraz-like-new-laptops-i352848855.html,,,,
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10",https://www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-windows-10-i488190625.html,,,,
"HP Chromebook 11 G6 EE 11.6"" Chromebook Intel Celeron 1.10 GHz 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Play Store, Chrome OS - FREE LAPTOP BAG",https://www.daraz.pk/products/hp-11-g6-ee-116-4gb-16gb-ssd-hdmi-wifi-os-i536085748.html,,,,
"Dell Latitude 5410 Ultra Book Core i7 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display Intel HD Graphics - Daraz Like New Laptops",https://www.daraz.pk/products/dell-latitude-5410-ultra-book-core-i7-10th-generation-16gb-ddr4-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-daraz-like-new-laptops-i562750713.html,,,,
Daraz Like New Laptops - Lenovo Chromebook 100E Intel Celeron 4GB RAM 16GB Chrome OS,https://www.daraz.pk/products/100e-4gb-16gb-os-i454369988.html,,,,
"USED - LAPTOPS - Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10 - USED",https://www.daraz.pk/products/used-laptops-dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-windows-10-used-i883539138.html,,,,
HP Chromebook 11 G4/G5 | Wwindows 10 - 16GB Storage | 4GB RAM | 11.6″ Display |  | Black - Daraz Like New Laptops,https://www.daraz.pk/products/hp-11-g4g5-law-w-10-16gb-4gb-10-i830680647.html,,,,
"Daraz Like New Laptops - Dell Latitude 6320 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 13.3"" Led Display, Intel HD Graphics Card",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-6320-core-i5-2nd-genertion-8gb-ddr3-ram-128gb-ssd-drive-133-led-display-intel-hd-graphics-card-i416462388.html,,,,
Daraz Like New Laptops - HP EliteBook 840 G5 Core i5 8th Gen 16GB RAM 256GB SSD  14″ FHD IPS LED,https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g5-core-i5-8th-gen-16gb-ram-256gb-ssd-14-fhd-ips-led-i385718181.html,,,,
"Dell Latitude 5430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/5430-3rd-i5-8gb-500gb-14-led-10-i433783850.html,,,,
Daraz Like New Laptops - Hp 14 Chromebook || 4 GB Ram - 16GB Rom || FREE LAPTOP BAG AND CHARGER,https://www.daraz.pk/products/hp-14-4gb-16gb-14-hd-i603828059.html,,,,
"Daraz Like New Laptops - HP ProBook 6460 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 14.1"" Led Display, Intel HD Graphics Card",https://www.daraz.pk/products/daraz-like-new-laptops-hp-probook-6460-core-i5-2nd-genertion-8gb-ddr3-ram-128gb-ssd-drive-141-led-display-intel-hd-graphics-card-i416752163.html,,,,
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB / 32GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG",https://www.daraz.pk/products/4gb-4gb-16gb32gb-ssd-hdmi-wifi-os-n3060-i405246469.html,,,,
Lenovo ThinkPad T450 - 14 Inch - Intel i5-5300U 2.30GHz - 8 GB RAM - 500GB HDD - Windows 10 (Registered Windows) FREE LAPTOP BAG - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-t450-14-inch-intel-i5-5300u-230ghz-8-gb-ram-500gb-hdd-windows-10-registered-windows-free-laptop-bag-daraz-like-new-laptops-i315643407.html,,,,
"Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6430-3rd-i5-8gb-500gb-14-led-10-i419772071.html,,,,
HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported Chromebook | Black - Daraz Like New Laptops,https://www.daraz.pk/products/hp-11-g4-16gb-air-4gb-ram-lax-116-i492088295.html,,,,
